transaction_id,sender_id,receiver_id,transaction_amount,timestamp,transaction_type,label
T0000439,ACC_0494,ACC_0030,42.42,2025-01-02 12:35:00,transfer,0
T0000138,ACC_0146,ACC_0096,13.26,2025-01-02 12:48:00,payment,0
T0000221,ACC_0011,ACC_0477,85.91,2025-01-02 12:50:00,transfer,0
T0000079,ACC_0117,ACC_0148,359.91,2025-01-02 12:52:00,withdrawal,0
T0000111,ACC_0027,ACC_0254,81.06,2025-01-02 13:00:00,transfer,0
T0000118,ACC_0306,ACC_0213,115.71,2025-01-02 13:22:00,payment,0
T0000187,ACC_0166,ACC_0114,36.16,2025-01-02 13:24:00,withdrawal,0
T0000225,ACC_0055,ACC_0440,82.87,2025-01-02 13:30:00,transfer,0
T0000453,ACC_0368,ACC_0498,12.82,2025-01-02 13:45:00,cash_out,0
T0000151,ACC_0253,ACC_0366,108.67,2025-01-02 13:45:00,payment,0
T0000570,ACC_0307,ACC_0021,39.28,2025-01-02 14:00:00,payment,0
T0000166,ACC_0318,ACC_0148,147.26,2025-01-02 14:44:00,transfer,0
T0000233,ACC_0050,ACC_0362,49.33,2025-01-02 14:50:00,deposit,0
T0000196,ACC_0257,ACC_0207,118.23,2025-01-02 15:12:00,transfer,0
T0000236,ACC_0124,ACC_0359,44.99,2025-01-02 15:20:00,transfer,0
T0000478,ACC_0369,ACC_0112,62.46,2025-01-02 15:50:00,transfer,0
T0000134,ACC_0459,ACC_0494,262.07,2025-01-02 16:12:00,deposit,0
T0000403,ACC_0363,ACC_0404,24.61,2025-01-02 16:18:00,transfer,0
T0000110,ACC_0135,ACC_0007,29.79,2025-01-02 16:20:00,withdrawal,0
T0000488,ACC_0330,ACC_0369,19.35,2025-01-02 16:40:00,payment,0
T0000222,ACC_0440,ACC_0291,30.76,2025-01-02 16:42:00,transfer,0
T0000144,ACC_0290,ACC_0249,85.07,2025-01-02 16:48:00,transfer,0
T0000272,ACC_0204,ACC_0180,222.69,2025-01-02 16:48:00,deposit,0
T0000091,ACC_0364,ACC_0166,111.75,2025-01-02 16:57:00,payment,0
T0000123,ACC_0098,ACC_0215,107.6,2025-01-02 17:00:00,transfer,0
T0000154,ACC_0253,ACC_0388,109.22,2025-01-02 17:04:00,withdrawal,0
T0000103,ACC_0226,ACC_0071,65.69,2025-01-02 17:12:00,transfer,0
T0000495,ACC_0169,ACC_0427,94.17,2025-01-02 17:15:00,cash_out,0
T0000620,ACC_0249,ACC_0338,166.53,2025-01-02 17:20:00,payment,0
T0000096,ACC_0059,ACC_0211,18.12,2025-01-02 17:36:00,payment,0
T0000105,ACC_0409,ACC_0302,13.92,2025-01-02 18:00:00,transfer,0
T0000115,ACC_0208,ACC_0289,219.57,2025-01-02 18:10:00,payment,0
T0000634,ACC_0273,ACC_0346,201.73,2025-01-02 18:16:00,transfer,0
T0000141,ACC_0361,ACC_0183,122.49,2025-01-02 18:18:00,transfer,0
T0000508,ACC_0490,ACC_0499,127.38,2025-01-02 18:20:00,cash_out,0
T0000106,ACC_0122,ACC_0028,105.45,2025-01-02 18:24:00,withdrawal,0
T0000322,ACC_0047,ACC_0265,97.31,2025-01-02 18:56:00,payment,0
T0000100,ACC_0498,ACC_0195,130.0,2025-01-02 19:20:00,transfer,0
T0000438,ACC_0105,ACC_0145,52.98,2025-01-02 19:48:00,transfer,0
T0000094,ACC_0087,ACC_0276,176.89,2025-01-02 19:52:00,payment,0
T0000330,ACC_0029,ACC_0135,16.39,2025-01-02 20:00:00,payment,0
T0000132,ACC_0375,ACC_0193,169.46,2025-01-02 20:00:00,transfer,0
T0000380,ACC_0154,ACC_0123,38.19,2025-01-02 20:20:00,payment,0
T0000099,ACC_0006,ACC_0150,29.07,2025-01-02 20:33:00,payment,0
T0000107,ACC_0422,ACC_0349,48.64,2025-01-02 20:35:00,transfer,0
T0000268,ACC_0405,ACC_0167,138.94,2025-01-02 20:40:00,withdrawal,0
T0000168,ACC_0457,ACC_0247,341.83,2025-01-02 20:48:00,transfer,0
T0000180,ACC_0285,ACC_0032,219.29,2025-01-02 21:00:00,cash_out,0
T0000143,ACC_0454,ACC_0215,33.26,2025-01-02 21:17:00,deposit,0
T0000545,ACC_0407,ACC_0090,85.56,2025-01-02 21:25:00,cash_out,0
T0000303,ACC_0000,ACC_0180,120.58,2025-01-02 21:27:00,deposit,0
T0000102,ACC_0311,ACC_0045,51.23,2025-01-02 21:54:00,transfer,0
T0000095,ACC_0069,ACC_0188,176.52,2025-01-02 21:55:00,payment,0
T0000346,ACC_0002,ACC_0417,60.0,2025-01-02 22:08:00,cash_out,0
T0000147,ACC_0153,ACC_0209,111.01,2025-01-02 22:33:00,transfer,0
T0000560,ACC_0396,ACC_0455,169.41,2025-01-02 22:40:00,cash_out,0
T0000261,ACC_0085,ACC_0064,147.79,2025-01-02 23:51:00,transfer,0
T0000206,ACC_0092,ACC_0276,252.11,2025-01-03 00:04:00,payment,0
T0000145,ACC_0498,ACC_0458,184.96,2025-01-03 00:20:00,transfer,0
T0000583,ACC_0150,ACC_0011,9.87,2025-01-03 00:35:00,deposit,0
T0000486,ACC_0095,ACC_0275,233.28,2025-01-03 00:36:00,deposit,0
T0000365,ACC_0356,ACC_0468,24.33,2025-01-03 00:40:00,transfer,0
T0000101,ACC_0021,ACC_0053,100.54,2025-01-03 00:49:00,payment,0
T0000140,ACC_0324,ACC_0277,105.92,2025-01-03 01:00:00,payment,0
T0000245,ACC_0279,ACC_0025,541.5,2025-01-03 01:00:00,payment,0
T0000128,ACC_0156,ACC_0364,18.31,2025-01-03 01:04:00,transfer,0
T0000148,ACC_0084,ACC_0351,262.16,2025-01-03 01:20:00,withdrawal,0
T0000271,ACC_0302,ACC_0322,128.48,2025-01-03 01:41:00,transfer,0
T0000125,ACC_0260,ACC_0365,45.55,2025-01-03 02:00:00,transfer,0
T0000600,ACC_0263,ACC_0487,37.32,2025-01-03 02:00:00,withdrawal,0
T0000602,ACC_0362,ACC_0463,93.14,2025-01-03 02:10:00,payment,0
T0000502,ACC_0164,ACC_0325,317.37,2025-01-03 02:12:00,transfer,0
T0000178,ACC_0159,ACC_0477,192.8,2025-01-03 02:26:00,cash_out,0
T0000607,ACC_0285,ACC_0418,53.77,2025-01-03 02:35:00,transfer,0
T0000217,ACC_0464,ACC_0443,1144.91,2025-01-03 02:38:00,transfer,0
T0000339,ACC_0479,ACC_0261,162.98,2025-01-03 02:51:00,transfer,0
T0000218,ACC_0290,ACC_0285,67.39,2025-01-03 02:52:00,payment,0
T0000383,ACC_0180,ACC_0169,134.15,2025-01-03 03:04:00,cash_out,0
T0000512,ACC_0252,ACC_0393,131.8,2025-01-03 03:12:00,cash_out,0
T0000171,ACC_0480,ACC_0375,84.33,2025-01-03 03:18:00,transfer,0
T0000257,ACC_0323,ACC_0094,149.47,2025-01-03 03:24:00,transfer,0
T0000618,ACC_0201,ACC_0093,95.21,2025-01-03 03:30:00,withdrawal,0
T0000309,ACC_0178,ACC_0262,60.87,2025-01-03 03:30:00,payment,0
T0000443,ACC_0130,ACC_0389,135.0,2025-01-03 03:41:00,transfer,0
T0000780,ACC_0091,ACC_0147,32.88,2025-01-03 04:00:00,payment,0
T0000184,ACC_0000,ACC_0081,25.77,2025-01-03 04:08:00,cash_out,0
T0000787,ACC_0368,ACC_0182,165.12,2025-01-03 04:28:00,cash_out,0
T0000528,ACC_0163,ACC_0170,35.77,2025-01-03 04:48:00,transfer,0
T0000264,ACC_0312,ACC_0153,105.87,2025-01-03 04:48:00,withdrawal,0
T0000794,ACC_0208,ACC_0423,59.07,2025-01-03 04:56:00,transfer,0
T0000177,ACC_0092,ACC_0234,62.36,2025-01-03 05:06:00,transfer,0
T0000640,ACC_0418,ACC_0143,85.11,2025-01-03 05:20:00,transfer,0
T0000535,ACC_0428,ACC_0259,123.02,2025-01-03 05:30:00,transfer,0
T0000806,ACC_0473,ACC_0244,27.16,2025-01-03 05:44:00,deposit,0
T0000404,ACC_0185,ACC_0077,62.53,2025-01-03 05:52:00,transfer,0
T0000231,ACC_0423,ACC_0185,80.0,2025-01-03 05:54:00,payment,0
T0000142,ACC_0165,ACC_0241,83.96,2025-01-03 06:26:00,deposit,0
T0000364,ACC_0080,ACC_0217,163.43,2025-01-03 06:36:00,payment,0
T0000173,ACC_0371,ACC_0491,50.85,2025-01-03 06:47:00,payment,0
T0000368,ACC_0296,ACC_0366,113.53,2025-01-03 07:12:00,payment,0
T0000830,ACC_0164,ACC_0196,36.39,2025-01-03 07:20:00,transfer,0
T0000124,ACC_0403,ACC_0368,86.02,2025-01-03 07:48:00,withdrawal,0
T0000375,ACC_0065,ACC_0174,14.76,2025-01-03 08:15:00,payment,0
T0000377,ACC_0077,ACC_0400,141.27,2025-01-03 08:33:00,transfer,0
T0000200,ACC_0030,ACC_0086,86.4,2025-01-03 08:40:00,withdrawal,0
T0000852,ACC_0161,ACC_0221,106.95,2025-01-03 08:48:00,payment,0
T0000284,ACC_0208,ACC_0467,72.43,2025-01-03 08:48:00,payment,0
T0000149,ACC_0438,ACC_0238,13.09,2025-01-03 09:07:00,withdrawal,0
T0000857,ACC_0451,ACC_0099,404.52,2025-01-03 09:08:00,payment,0
T0000858,ACC_0394,ACC_0235,88.35,2025-01-03 09:12:00,transfer,0
T0000494,ACC_0321,ACC_0493,49.32,2025-01-03 09:38:00,transfer,0
T0000692,ACC_0268,ACC_0417,31.77,2025-01-03 09:40:00,payment,0
T0000868,ACC_0285,ACC_0484,210.91,2025-01-03 09:52:00,payment,0
T0000158,ACC_0464,ACC_0337,47.22,2025-01-03 09:56:00,payment,0
T0000234,ACC_0206,ACC_0324,198.33,2025-01-03 10:30:00,transfer,0
T0000391,ACC_0493,ACC_0054,23.34,2025-01-03 10:39:00,payment,0
T0000704,ACC_0260,ACC_0185,130.63,2025-01-03 10:40:00,payment,0
T0000706,ACC_0442,ACC_0116,90.8,2025-01-03 10:50:00,payment,0
T0000223,ACC_0261,ACC_0238,112.52,2025-01-03 11:28:00,transfer,0
T0000150,ACC_0142,ACC_0481,159.42,2025-01-03 12:00:00,deposit,0
T0000401,ACC_0368,ACC_0417,205.0,2025-01-03 12:09:00,transfer,0
T0000725,ACC_0060,ACC_0337,149.35,2025-01-03 12:25:00,payment,0
T0000191,ACC_0284,ACC_0044,97.44,2025-01-03 12:29:00,deposit,0
T0000165,ACC_0170,ACC_0336,465.05,2025-01-03 12:30:00,deposit,0
T0000455,ACC_0256,ACC_0225,23.89,2025-01-03 12:40:00,transfer,0
T0000611,ACC_0339,ACC_0276,23.05,2025-01-03 13:06:00,payment,0
T0000408,ACC_0234,ACC_0206,266.8,2025-01-03 13:12:00,transfer,0
T0000167,ACC_0093,ACC_0498,102.67,2025-01-03 13:14:00,payment,0
T0000308,ACC_0430,ACC_0325,44.54,2025-01-03 13:36:00,transfer,0
T0000616,ACC_0491,ACC_0117,39.86,2025-01-03 13:36:00,transfer,0
T0000137,ACC_0090,ACC_0152,25.72,2025-01-03 13:39:00,transfer,0
T0000740,ACC_0120,ACC_0371,107.71,2025-01-03 13:40:00,payment,0
T0000413,ACC_0391,ACC_0216,222.66,2025-01-03 13:57:00,withdrawal,0
T0000414,ACC_0424,ACC_0123,213.21,2025-01-03 14:06:00,transfer,0
T0000156,ACC_0110,ACC_0277,165.73,2025-01-03 14:24:00,withdrawal,0
T0000940,ACC_0162,ACC_0342,145.12,2025-01-03 14:40:00,transfer,0
T0000942,ACC_0136,ACC_0007,45.22,2025-01-03 14:48:00,transfer,0
T0000943,ACC_0089,ACC_0252,112.69,2025-01-03 14:52:00,transfer,0
T0000292,ACC_0232,ACC_0356,58.29,2025-01-03 15:16:00,transfer,0
T0000159,ACC_0499,ACC_0369,55.08,2025-01-03 15:36:00,transfer,0
T0000546,ACC_0331,ACC_0034,107.71,2025-01-03 15:42:00,withdrawal,0
T0000192,ACC_0140,ACC_0426,66.86,2025-01-03 16:00:00,transfer,0
T0000961,ACC_0206,ACC_0320,60.69,2025-01-03 16:04:00,withdrawal,0
T0000321,ACC_0277,ACC_0174,87.28,2025-01-03 16:12:00,transfer,0
T0000242,ACC_0304,ACC_0456,67.72,2025-01-03 16:32:00,transfer,0
T0000652,ACC_0334,ACC_0120,104.2,2025-01-03 17:12:00,cash_out,0
T0000435,ACC_0320,ACC_0030,56.56,2025-01-03 17:15:00,deposit,0
T0000393,ACC_0063,ACC_0200,74.49,2025-01-03 17:30:00,payment,0
T0000659,ACC_0204,ACC_0282,278.4,2025-01-03 17:54:00,transfer,0
T0000397,ACC_0112,ACC_0405,100.68,2025-01-03 18:10:00,withdrawal,0
T0000266,ACC_0305,ACC_0480,154.77,2025-01-03 18:30:00,withdrawal,0
T0000399,ACC_0170,ACC_0482,25.29,2025-01-03 18:30:00,cash_out,0
