account_id,out_degree,in_degree,out_volume,in_volume,avg_out_amount,avg_in_amount,unique_receivers,unique_senders,fraud_out_ratio,fraud_in_ratio,pagerank,cycle_participation,flow_imbalance,tx_velocity_per_hour,burst_score,max_hourly_count,dormancy_ratio,activity_concentration,near_threshold_ratio,round_number_ratio,amount_variance_ratio,structuring_score,tx_count_1h_max,tx_count_6h_max,tx_count_24h_max,volume_1h_max,volume_6h_max,volume_24h_max,unique_counterparties_1h_max,unique_counterparties_6h_max,unique_counterparties_24h_max
ACC_0013,13,16,3938.84,4855.17,302.9876923076923,303.448125,10,12,0.23076923076923078,0.3125,0.002382585943730159,1045,-0.10419933568405743,0.017371857590703064,1.793103448275862,2,0.9844218094667465,0.09151193633952258,0.0,0.0,0.4249434759397162,0.08498869518794325,4,4,4,3521.05,3521.05,3521.05,2,2,3
ACC_0014,11,7,1724.94,1223.42,156.81272727272727,174.77428571428572,11,7,0.0,0.0,0.00105344808812625,415,0.17010134447567427,0.007635908567065195,1.0,1,0.9923631735256683,0.0,0.0,0.0,0.5858422692904397,0.11716845385808794,1,2,3,435.02,435.02,441.03999999999996,1,2,3
ACC_0015,13,10,1118.0500000000002,1262.45,86.00384615384617,126.245,13,10,0.0,0.0,0.0014916631968927554,912,-0.06065952530955399,0.009096601957746944,1.0,1,0.9909018987341772,0.0,0.0,0.0,0.6250261919683074,0.12500523839366148,2,2,4,304.1,357.65000000000003,527.04,2,2,4
ACC_0016,10,7,1215.73,574.38,121.57300000000001,82.05428571428571,10,7,0.0,0.0,0.0010959420942713402,365,0.35827407254102667,0.007623546294358576,1.0,1,0.9923732615522656,0.0,0.0,0.0,0.5876475096544427,0.11752950193088854,1,1,3,356.05,356.05,356.05,1,1,3
ACC_0017,12,12,2159.92,1336.59,179.99333333333334,111.3825,12,12,0.0,0.0,0.0019240913605128099,1005,0.23547194202151442,0.010914051841746248,1.0,1,0.9890859481582538,0.0,0.0,0.0,0.5554330884145295,0.11108661768290591,1,3,3,571.28,654.48,654.48,1,3,3
ACC_0018,14,9,2032.57,1145.31,145.1835714285714,127.25666666666666,14,9,0.0,0.0,0.0015074941916995836,925,0.2791987110895339,0.009656156849573869,1.9130434782608696,2,0.9907601847963041,0.041501976284585046,0.0,0.0,0.5692827028062563,0.11385654056125126,2,2,3,417.81,417.81,458.71,2,2,3
ACC_0019,12,19,3391.02,4398.92,282.585,231.5221052631579,8,12,0.4166666666666667,0.47368421052631576,0.004310287996783334,531,-0.12938482196251913,0.01709087567766241,2.225806451612903,3,0.9873138444567016,0.2019635343618513,0.0,0.0,0.4872885283856723,0.09745770567713447,4,4,4,2027.5300000000002,2027.5300000000002,2027.5300000000002,3,3,3
ACC_0020,11,8,1559.9,964.0,141.8090909090909,120.5,11,8,0.09090909090909091,0.125,0.0014466372273861682,696,0.23610285668910774,0.00992478061011283,1.894736842105263,2,0.9905956112852664,0.04970760233918132,0.0,0.0,0.6030964617532211,0.12061929235064422,2,2,2,619.15,619.15,619.15,2,2,2
ACC_0021,12,10,2449.55,1382.3300000000002,204.1291666666667,138.233,12,10,0.0,0.0,0.001478856556483049,717,0.278510809314805,0.011741682974559686,1.0,1,0.98825413774693,0.0,0.0,0.0,0.515904648582872,0.1031809297165744,1,2,2,650.31,650.31,650.31,1,2,2
ACC_0022,14,10,2049.94,1251.01,146.42428571428573,125.101,13,8,0.14285714285714285,0.2,0.0019076481526694375,691,0.24203032460279006,0.011876974340786684,1.9166666666666667,2,0.9886138613861386,0.03985507246376817,0.0,0.0,0.5751039390370635,0.1150207878074127,2,2,2,680.0899999999999,680.0899999999999,680.0899999999999,2,2,2
ACC_0023,7,15,1250.67,2448.69,178.66714285714286,163.246,7,15,0.0,0.0,0.0018166539682824795,483,-0.32384520565631936,0.011832410046791803,1.0,1,0.9881656804733728,0.0,0.0,0.0,0.5612753862457199,0.11225507724914399,1,1,2,504.44,504.44,638.65,1,1,2
ACC_0024,7,9,856.5000000000001,1093.57,122.35714285714288,121.50777777777778,7,9,0.0,0.0,0.0014352665146533821,483,-0.12156999492263566,0.009387100559314741,1.0,1,0.9906103286384976,0.0,0.0,0.0,0.5700015223747821,0.11400030447495642,1,2,3,300.77,348.34999999999997,578.89,1,2,3
ACC_0025,11,17,1333.0900000000001,2953.7200000000003,121.19000000000001,173.74823529411765,11,17,0.0,0.0,0.0024897567980813645,1239,-0.3780503451275469,0.013060919861927417,1.0,1,0.9869342043863742,0.0,0.0,0.0,0.48537342494070423,0.09707468498814086,1,2,2,541.5,541.5,949.8199999999999,1,2,2
ACC_0026,6,12,480.8400000000001,1371.69,80.14000000000001,114.3075,6,12,0.0,0.0,0.0017586435672139976,529,-0.48088290067917444,0.009331420968048523,1.0,1,0.9906639004149378,0.0,0.0,0.0,0.8017267111845916,0.16034534223691832,1,3,3,244.88,246.39999999999998,246.39999999999998,1,3,3
ACC_0027,17,14,1927.73,2488.42,113.39588235294117,177.74428571428572,17,14,0.0,0.0,0.0018259015269447472,1717,-0.12696353158265242,0.012266216465746918,1.9354838709677418,2,0.9881282152750297,0.031182795698924674,0.0,0.0,0.5723402576635699,0.11446805153271399,2,2,3,773.16,773.16,773.16,2,2,3
ACC_0028,13,18,2029.09,4094.52,156.08384615384614,227.47333333333333,11,13,0.15384615384615385,0.3888888888888889,0.0037852988923264665,920,-0.33728960531396146,0.014132664691132892,1.870967741935484,2,0.9867761057911537,0.06006674082313683,0.0,0.0,0.5831395270972592,0.11662790541945185,3,4,4,1405.26,1405.26,1405.26,2,2,3
ACC_0029,10,15,1159.8,2472.11,115.97999999999999,164.80733333333333,10,15,0.0,0.0,0.0023500787645066704,975,-0.3613277862051612,0.016005121638924456,1.92,2,0.9846350832266325,0.03833333333333341,0.0,0.0,0.5395859221819405,0.10791718443638809,2,2,3,378.21,378.21,585.96,2,2,3
ACC_0030,30,13,11595.25,6348.26,386.5083333333333,488.3276923076923,15,12,0.5666666666666667,0.15384615384615385,0.002169295898566941,945,0.29241714692371085,0.01799715393844694,3.0697674418604652,4,0.9861866889912098,0.20014094432699087,0.03333333333333333,0.0,0.3244859923527674,0.08156386513722015,5,5,5,11240.14,11240.14,11240.14,3,3,4
ACC_0031,16,19,4415.35,4683.68,275.959375,246.50947368421055,11,10,0.375,0.5789473684210527,0.00509527254349599,808,-0.02948995662171737,0.01694710083524997,2.742857142857143,4,0.9883777239709444,0.2321428571428572,0.0,0.0,0.4684293478746091,0.09368586957492182,4,4,5,2885.78,2885.78,3005.21,3,3,4
ACC_0032,5,12,505.53999999999996,1833.8500000000001,101.10799999999999,152.82083333333335,5,12,0.0,0.0,0.0020997652977151667,544,-0.5678018628763575,0.011806785429037748,1.0,1,0.9881862404447533,0.0,0.0,0.0,0.5677187392411678,0.11354374784823357,1,1,2,387.99,387.99,387.99,1,1,2
ACC_0033,12,4,974.19,665.75,81.1825,166.4375,11,4,0.0,0.0,0.0007285086886553262,278,0.18808005170806205,0.008876642410008415,1.0,1,0.9911209766925638,0.0,0.0,0.0,0.6703778469769344,0.13407556939538687,1,1,2,356.74,356.74,356.74,1,1,2
ACC_0034,8,12,917.4300000000001,2041.58,114.67875000000001,170.13166666666666,8,12,0.0,0.0,0.0016709231350407008,693,-0.37990746905086525,0.009649327361471843,1.9000000000000001,2,0.9908301158301158,0.047368421052631504,0.0,0.0,0.6197541877458012,0.12395083754916024,2,2,3,805.61,805.61,1203.5,2,2,3
ACC_0035,13,8,2161.5699999999997,1110.32,166.27461538461537,138.79,12,7,0.0,0.0,0.001433056203335845,810,0.32129747638117023,0.010681949201397131,1.0,1,0.9893129770992366,0.0,0.0,0.0,0.5607653370449173,0.11215306740898345,2,2,2,511.77,511.77,609.66,2,2,2
ACC_0036,17,9,2722.27,1884.6699999999998,160.1335294117647,209.40777777777777,12,7,0.35294117647058826,0.3333333333333333,0.002147926427024425,567,0.18181265655688636,0.013058436503352503,2.423076923076923,3,0.9894525364138623,0.1611721611721611,0.0,0.0,0.5736875628994397,0.11473751257988794,5,5,5,921.59,921.59,984.34,2,2,3
ACC_0037,13,9,2185.69,1719.66,168.13,191.07333333333335,12,8,0.3076923076923077,0.1111111111111111,0.0011828876021632308,741,0.11933117390216155,0.012080389501043306,3.4545454545454546,4,0.9895661724327293,0.12918660287081332,0.0,0.0,0.5746575875872715,0.1149315175174543,5,5,5,1070.33,1070.33,1070.33,3,3,3
ACC_0038,6,15,795.95,1510.27,132.65833333333333,100.68466666666667,6,14,0.0,0.0,0.0022638379750753255,493,-0.30973627841095064,0.010313582005255015,1.0,1,0.9896856581532416,0.0,0.0,0.0,0.7226943173728073,0.14453886347456146,1,1,3,218.61,218.61,454.68000000000006,1,1,3
ACC_0039,10,15,1307.43,1389.69,130.743,92.646,10,15,0.0,0.0,0.0019495274749680165,1088,-0.03049919914564239,0.01180776951233912,1.0,1,0.9881908360888049,0.0,0.0,0.0,0.5637902059130518,0.11275804118261037,2,3,4,368.49,368.49,368.49,2,3,4
ACC_0040,30,15,8778.02,4111.57,292.60066666666665,274.1046666666667,11,12,0.7,0.26666666666666666,0.0034870624956285226,840,0.36203246185459587,0.02331646487849531,3.111111111111111,5,0.9854847071021254,0.3087301587301588,0.0,0.0,0.4753074136998824,0.09506148273997649,5,5,10,3792.2400000000002,3792.2400000000002,3792.2400000000002,3,3,4
ACC_0041,8,11,922.2,717.55,115.275,65.23181818181818,8,11,0.0,0.0,0.0014862231687251977,496,0.12480561061061263,0.008528912264426206,1.0,1,0.9914683430624158,0.0,0.0,0.0,0.5460899953543921,0.10921799907087842,1,1,2,339.55,339.55,339.55,1,1,2
ACC_0042,12,25,3370.69,5636.36,280.8908333333333,225.4544,5,13,0.6666666666666666,0.52,0.005548483354134695,413,-0.2515440682573633,0.016058911610882444,2.189189189189189,3,0.98828125,0.18818818818818817,0.0,0.0,0.5888050479294444,0.11776100958588889,4,4,5,1490.22,1490.22,1490.22,2,3,3
ACC_0043,13,10,2225.6400000000003,2520.8,171.20307692307694,252.08,10,7,0.23076923076923078,0.4,0.003427775698232429,438,-0.06218555380440456,0.01081038737221417,1.7391304347826089,2,0.9905970850963799,0.11086956521739122,0.0,0.0,0.5715816914570587,0.11431633829141175,2,2,3,1013.27,1013.27,1013.27,2,2,3
ACC_0044,15,11,1956.89,1285.8000000000002,130.45933333333335,116.8909090909091,15,11,0.0,0.0,0.0016376500237547016,1378,0.20695471969196264,0.012466536140967753,1.0,1,0.9875299760191847,0.0,0.0,0.0,0.5723490857428685,0.1144698171485737,1,1,2,458.99,458.99,458.99,1,1,2
ACC_0045,6,11,714.51,1319.7600000000002,119.085,119.97818181818184,6,11,0.0,0.0,0.0014642803183453454,339,-0.2975268769617725,0.01026497730634919,1.0,1,0.9897342995169082,0.0,0.0,0.0,0.6289990285507172,0.12579980571014346,1,2,2,296.86,296.86,296.86,1,2,2
ACC_0046,16,13,2752.57,2241.0199999999995,172.035625,172.3861538461538,12,11,0.375,0.23076923076923078,0.002686338994166204,837,0.10244132978457908,0.014510399119368881,3.586206896551724,4,0.986986986986987,0.0994694960212201,0.0,0.0,0.5770872919117516,0.11541745838235032,5,5,5,1105.74,1105.74,1105.74,2,2,3
ACC_0047,9,19,1174.14,2001.13,130.46,105.32263157894738,8,17,0.0,0.0,0.0028844377846283,579,-0.2604471430767763,0.013404932696067089,1.9285714285714286,2,0.9870689655172413,0.034391534391534334,0.0,0.0,0.6128206853996949,0.12256413707993899,2,2,3,255.78,330.12,417.94,2,2,3
ACC_0048,7,8,428.03000000000003,873.43,61.14714285714286,109.17875,7,8,0.0,0.0,0.0014124683162868301,309,-0.3422310328374116,0.007154326777850204,1.0,1,0.9928435114503816,0.0,0.0,0.0,0.5414300239395314,0.10828600478790629,1,2,2,261.81,261.81,261.81,1,2,2
ACC_0049,16,7,1710.51,770.49,106.906875,110.07000000000001,16,7,0.0,0.0,0.0014839636347924684,896,0.37888754534309194,0.015559815086255495,1.0,1,0.9844384303112313,0.0,0.0,0.0,0.6313959367241258,0.12627918734482516,1,3,4,227.48,376.52,515.92,1,3,4
ACC_0050,12,17,1615.07,3471.66,134.58916666666667,204.21529411764706,12,17,0.0,0.0,0.002776889942201048,1588,-0.3649869365970575,0.014276571653620835,1.0,1,0.9857213195470211,0.0,0.0,0.0,0.5082320671418926,0.10164641342837853,1,2,3,556.51,556.51,558.71,1,2,3
ACC_0051,8,12,1425.7700000000002,1369.2000000000003,178.22125000000003,114.10000000000002,8,12,0.0,0.0,0.0015447112466911311,570,0.02023993101886515,0.019774569903104607,1.0,1,0.980217606330366,0.0,0.0,0.0,0.5668139425688041,0.11336278851376083,2,2,3,478.27,478.27,575.48,2,2,3
ACC_0052,9,11,1219.31,1578.59,135.4788888888889,143.5081818181818,9,11,0.0,0.0,0.0018605466812689371,617,-0.12841059365907143,0.011764475206368502,1.0,1,0.9882352941176471,0.0,0.0,0.0,0.5837178822108298,0.11674357644216596,1,2,3,396.79,396.79,743.3,1,2,3
ACC_0053,15,9,2408.87,850.4399999999999,160.59133333333332,94.49333333333333,15,9,0.0,0.0,0.001285420431954483,815,0.4781472152066598,0.012868632707774798,1.0,1,0.9871313672922252,0.0,0.0,0.0,0.5238553831369145,0.1047710766273829,1,2,2,578.8,578.8,578.8,1,2,2
ACC_0054,5,10,573.06,1238.59,114.612,123.859,5,10,0.0,0.0,0.0015678607325312543,355,-0.36736124527161784,0.007856076675308351,1.0,1,0.9921424829753798,0.0,0.0,0.0,0.537471022562181,0.10749420451243621,1,1,2,419.33,419.33,419.33,1,1,2
ACC_0055,13,8,2153.1200000000003,1335.96,165.62461538461542,166.995,13,8,0.0,0.0,0.0009928395274079996,627,0.234205005330247,0.011755814929884962,1.0,1,0.9882418812989922,0.0,0.0,0.0,0.46061796644418035,0.09212359328883607,1,1,2,798.12,798.12,798.12,1,1,2
ACC_0056,10,10,1122.6399999999999,1547.41,112.26399999999998,154.741,10,10,0.0,0.0,0.001665019158992881,1232,-0.1590869084842641,0.008704356530443488,1.0,1,0.9912929908576404,0.0,0.0,0.0,0.6402513546604949,0.12805027093209898,1,2,2,370.75,370.75,447.04,1,2,2
ACC_0057,14,8,1726.5499999999997,914.77,123.32499999999997,114.34625,14,8,0.0,0.0,0.0011901189116728203,818,0.3073387548638281,0.01099166465430382,1.0,1,0.9890054972513743,0.0,0.0,0.0,0.5344871511187176,0.10689743022374353,1,2,2,452.28,452.28,452.28,1,2,2
ACC_0058,15,11,3052.09,2826.0400000000004,203.47266666666667,256.9127272727273,12,8,0.26666666666666666,0.45454545454545453,0.002728278133511223,783,0.03845610763960905,0.015691007845503924,2.423076923076923,3,0.9873264936632469,0.1611721611721611,0.0,0.0,0.4543278136378297,0.09086556272756595,3,3,3,2005.85,2005.85,2005.85,3,3,3
ACC_0059,14,12,1448.3200000000002,2361.89,103.45142857142858,196.82416666666666,14,11,0.0,0.0,0.0015291713153284658,1037,-0.23976893661966192,0.014369271864781466,1.923076923076923,2,0.986180210060807,0.03692307692307693,0.0,0.0,0.545881844343536,0.10917636886870721,2,3,4,624.11,624.11,959.01,2,3,4
ACC_0060,11,6,1190.9799999999998,1039.65,108.27090909090907,173.275,11,6,0.0,0.0,0.001138480943430672,353,0.067841820471939,0.008886333342045425,1.0,1,0.9911134343962362,0.0,0.0,0.0,0.5664896354280572,0.11329792708561144,1,2,2,431.22,431.22,431.22,1,2,2
ACC_0061,12,8,1765.7500000000002,787.19,147.14583333333334,98.39875,12,8,0.0,0.0,0.0013576434065697897,633,0.38330708908010647,0.01119632760454571,1.0,1,0.9888017917133258,0.0,0.0,0.0,0.5597143185399676,0.11194286370799351,1,2,3,416.14,416.14,473.71000000000004,1,2,3
ACC_0062,14,13,1990.35,1052.14,142.16785714285714,80.93384615384616,14,13,0.0,0.0,0.0017288781643505142,1418,0.30836913186137543,0.014178686458479205,1.0,1,0.9858193277310925,0.0,0.0,0.0,0.5977831566390664,0.1195566313278133,1,2,3,336.27,336.27,452.74999999999994,1,2,3
ACC_0063,16,23,6548.75,7946.829999999999,409.296875,345.5143478260869,11,14,0.375,0.4782608695652174,0.005458653262477665,1038,-0.09644871057239757,0.02115732368896926,3.1794871794871793,4,0.9831795984807379,0.18031430934656745,0.0,0.0,0.46278022065262797,0.0925560441305256,4,4,7,3074.93,3074.93,4016.09,3,3,4
ACC_0064,16,11,1884.22,1935.32,117.76375,175.93818181818182,15,11,0.0,0.0,0.001289984866688635,1257,-0.013378574383267651,0.02374182958642319,1.0,1,0.9762532981530343,0.0,0.0,0.0,0.656720748290016,0.1313441496580032,1,2,4,457.54,457.54,774.13,1,2,4
ACC_0065,16,4,1653.83,294.87,103.364375,73.7175,16,4,0.0,0.0,0.0008012579109246774,465,0.6973674757494877,0.011790598962427292,1.0,1,0.9882075471698113,0.0,0.0,0.0,0.5167781040386481,0.10335562080772963,1,1,2,421.79,421.79,421.79,1,1,2
ACC_0066,11,12,1448.3399999999997,1678.3,131.6672727272727,139.85833333333332,11,12,0.0,0.0,0.0016266379041266759,824,-0.07354860169359595,0.01501926383840143,1.0,1,0.984977139124755,0.0,0.0,0.0,0.6156412915986675,0.12312825831973351,1,2,2,298.49,408.05,408.05,1,2,2
ACC_0067,10,6,1285.21,555.08,128.52100000000002,92.51333333333334,10,5,0.0,0.0,0.0014966626326129357,295,0.3967472517896813,0.007094819303820856,1.0,1,0.9929046563192905,0.0,0.0,0.0,0.6050959303911584,0.12101918607823169,1,2,2,347.88,347.88,428.86,1,2,2
ACC_0068,7,12,1248.56,1237.19,178.3657142857143,103.09916666666668,7,12,0.0,0.0,0.0017134879060293831,970,0.00457407221158771,0.009320426450389168,1.0,1,0.9906771344455348,0.0,0.0,0.0,0.6060773695199952,0.12121547390399906,1,1,2,395.03,395.03,395.03,1,1,2
ACC_0069,30,16,10445.86,4195.21,348.19533333333334,262.200625,15,14,0.6,0.1875,0.0042264437536166976,1556,0.4269257643051861,0.021096885151920507,2.9565217391304346,4,0.9844036697247707,0.2250639386189258,0.0,0.0,0.4832028583513497,0.09664057167026995,5,5,9,3443.8799999999997,3443.8799999999997,3540.18,3,4,4
ACC_0070,12,11,1203.22,1145.58,100.26833333333333,104.14363636363636,12,11,0.0,0.0,0.0016517910788694445,687,0.024540190735590384,0.010162302276944828,1.0,1,0.9898365002209456,0.0,0.0,0.0,0.6629500987441258,0.13259001974882517,1,2,3,288.31,288.31,349.31,1,2,3
ACC_0071,8,10,872.25,1020.39,109.03125,102.039,8,10,0.0,0.0,0.001937542499522026,701,-0.0782716205930432,0.009028439584691779,1.0,1,0.9909683893627697,0.0,0.0,0.0,0.63690130215361,0.127380260430722,1,2,2,364.91,364.91,364.91,1,2,2
ACC_0072,5,9,1069.06,1498.45,213.81199999999998,166.49444444444444,5,9,0.0,0.0,0.0015043169359769896,277,-0.16723985495609664,0.0073667409187378316,1.0,1,0.9926315789473684,0.0,0.0,0.0,0.5774901314240082,0.11549802628480164,1,1,2,408.1,408.1,701.21,1,1,2
ACC_0073,10,14,1076.99,1362.06,107.699,97.28999999999999,10,14,0.0,0.0,0.002146591837928532,1117,-0.11687747278605652,0.013495529605818074,1.0,1,0.9865016872890888,0.0,0.0,0.0,0.6807302798015882,0.13614605596031765,1,2,3,217.23,217.23,219.56,1,2,3
ACC_0074,11,10,1920.3200000000002,1040.5,174.57454545454547,104.05,11,10,0.0,0.0,0.0014184880222018626,925,0.29715416675009915,0.009019520820060559,1.0,1,0.990979381443299,0.0,0.0,0.0,0.5992099229788503,0.11984198459577007,1,2,2,428.72,428.72,428.72,1,2,2
ACC_0075,6,10,821.35,1437.06,136.89166666666668,143.706,6,9,0.16666666666666666,0.2,0.0015793320589137187,416,-0.27262985905892806,0.008689355539464157,1.75,2,0.9923954372623575,0.10714285714285714,0.0,0.0,0.5524054052406966,0.11048108104813932,3,3,3,875.0799999999999,875.0799999999999,875.0799999999999,3,3,3
ACC_0076,13,13,1018.6499999999999,1333.0900000000001,78.3576923076923,102.54538461538462,13,13,0.0,0.0,0.0019004162623838514,1246,-0.13370525653289192,0.013884438748264446,1.0,1,0.9861111111111112,0.0,0.0,0.0,0.5760532221797845,0.11521064443595691,1,2,2,319.69,319.69,319.69,1,2,2
ACC_0077,8,13,1167.1,2076.72,145.8875,159.7476923076923,7,12,0.25,0.15384615384615385,0.0019461417778795448,663,-0.28041629930057643,0.0109514745378217,1.8095238095238093,2,0.9900886802295253,0.0852130325814537,0.0,0.0,0.5294393496744649,0.10588786993489299,2,2,3,787.16,787.16,787.16,2,2,3
ACC_0078,9,12,892.87,2758.5699999999997,99.20777777777778,229.8808333333333,9,12,0.0,0.0,0.0016429778832487802,729,-0.5109491050092266,0.014147765551313722,1.0,1,0.9858490566037735,0.0,0.0,0.0,0.5611623886628861,0.11223247773257723,1,2,3,491.44,491.44,578.72,1,2,3
ACC_0079,7,10,674.8599999999999,1347.2,96.40857142857142,134.72,7,10,0.0,0.0,0.0012215192457632573,409,-0.3325024974514481,0.008810039990671722,1.0,1,0.991187143597719,0.0,0.0,0.0,0.6110489744677328,0.12220979489354655,1,2,2,332.08,332.08,332.08,1,2,2
ACC_0080,18,12,1968.6499999999999,1494.26,109.36944444444444,124.52166666666666,18,12,0.05555555555555555,0.16666666666666666,0.0017370073874907453,1174,0.13699172083554872,0.016028923301602004,2.8000000000000003,3,0.9850347407803314,0.06428571428571431,0.0,0.0,0.5737647468342295,0.11475294936684591,3,3,3,838.3599999999999,838.3599999999999,838.3599999999999,2,2,2
ACC_0081,12,11,1147.7400000000002,1183.5700000000002,95.64500000000002,107.59727272727274,12,11,0.0,0.0,0.001750457179666843,1031,-0.015369041440154347,0.009803642976897502,1.9130434782608696,2,0.9906223358908781,0.041501976284585046,0.0,0.0,0.6480405178573114,0.1296081035714623,2,2,3,250.19,317.86,401.77,2,2,3
ACC_0082,11,14,2085.85,1389.25,189.62272727272727,99.23214285714286,11,14,0.0,0.0,0.0018680995874000344,817,0.20045466317458357,0.010574774228570219,1.0,1,0.989424703891709,0.0,0.0,0.0,0.5362389088656142,0.10724778177312284,1,1,3,555.21,555.21,555.21,1,1,3
ACC_0083,7,10,1284.8,922.21,183.54285714285714,92.221,7,10,0.0,0.0,0.0017656239150801072,440,0.16429014820882415,0.008659552250210121,1.0,1,0.9913397860417728,0.0,0.0,0.0,0.7259967319980583,0.14519934639961166,1,2,2,339.55,339.55,339.55,1,2,2
ACC_0084,10,5,1847.83,535.07,184.783,107.01400000000001,9,5,0.0,0.0,0.0010412797097051145,226,0.5509085567982251,0.007281789054661963,1.0,1,0.9927149101505586,0.0,0.0,0.0,0.501596943268467,0.10031938865369341,1,2,2,693.03,693.03,693.03,1,2,2
ACC_0085,15,26,4520.650000000001,5842.99,301.3766666666667,224.7303846153846,10,15,0.4,0.46153846153846156,0.005045112872685576,912,-0.12759416575630989,0.019267671822988056,2.2682926829268295,3,0.9854254818993888,0.19826907946498815,0.0,0.0,0.4782711091006754,0.09565422182013508,4,4,4,2477.46,2477.46,2477.46,2,2,2
ACC_0086,13,11,2074.71,1788.53,159.59307692307692,162.59363636363636,13,11,0.0,0.0,0.0017339660562193172,835,0.07407771714914406,0.009846827133479211,1.0,1,0.9901518260155929,0.0,0.0,0.0,0.5608203598626665,0.11216407197253331,1,2,2,441.1,441.1,441.1,1,2,2
