transaction_id,sender_id,receiver_id,transaction_amount,timestamp,transaction_type,label,transaction_type_encoded,transaction_amount_scaled,sender_prev_time,receiver_prev_time,sender_gap_minutes,receiver_gap_minutes,sender_gap_minutes_scaled,receiver_gap_minutes_scaled,hour,day_of_week,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,sender_out_degree,sender_in_degree,sender_out_volume,sender_in_volume,sender_avg_out_amount,sender_avg_in_amount,sender_unique_receivers,sender_unique_senders,sender_fraud_out_ratio,sender_fraud_in_ratio,sender_pagerank,sender_cycle_participation,sender_flow_imbalance,sender_tx_velocity_per_hour,sender_burst_score,sender_max_hourly_count,sender_dormancy_ratio,sender_activity_concentration,sender_near_threshold_ratio,sender_round_number_ratio,sender_amount_variance_ratio,sender_structuring_score,sender_tx_count_1h_max,sender_tx_count_6h_max,sender_tx_count_24h_max,sender_volume_1h_max,sender_volume_6h_max,sender_volume_24h_max,sender_unique_counterparties_1h_max,sender_unique_counterparties_6h_max,sender_unique_counterparties_24h_max,receiver_out_degree,receiver_in_degree,receiver_out_volume,receiver_in_volume,receiver_avg_out_amount,receiver_avg_in_amount,receiver_unique_receivers,receiver_unique_senders,receiver_fraud_out_ratio,receiver_fraud_in_ratio,receiver_pagerank,receiver_cycle_participation,receiver_flow_imbalance,receiver_tx_velocity_per_hour,receiver_burst_score,receiver_max_hourly_count,receiver_dormancy_ratio,receiver_activity_concentration,receiver_near_threshold_ratio,receiver_round_number_ratio,receiver_amount_variance_ratio,receiver_structuring_score,receiver_tx_count_1h_max,receiver_tx_count_6h_max,receiver_tx_count_24h_max,receiver_volume_1h_max,receiver_volume_6h_max,receiver_volume_24h_max,receiver_unique_counterparties_1h_max,receiver_unique_counterparties_6h_max,receiver_unique_counterparties_24h_max
T0000018,ACC_0426,ACC_0495,133.99,2025-01-01 03:00:00,transfer,0,3,-0.12435304112808084,0.0,0.0,0.0,0.0,-0.7836659913141661,-0.7963016727014727,3,2,0,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,19,9,1621.9,1706.2499999999998,85.36315789473684,189.58333333333331,19,9,0.0,0.0,0.001405850184108435,852,-0.025344410558342096,0.0159890360895386,1.0,1,0.9840091376356368,0.0,0.0,0.0,0.6164522807085755,0.1232904561417151,2,2,3,605.52,675.74,675.74,2,2,3,13,10,1500.74,2165.9399999999996,115.44153846153846,216.59399999999997,12,9,0.15384615384615385,0.2,0.0012889426101566144,638,-0.18141752211760653,0.010816403310759969,1.9130434782608696,2,0.9896519285042333,0.041501976284585046,0.0,0.0,0.5804545113317867,0.11609090226635735,2,3,3,713.19,713.19,713.19,2,3,3
T0000015,ACC_0219,ACC_0334,68.86,2025-01-01 04:00:00,payment,0,2,-0.3943241870930056,2025-01-01 02:28:00,0.0,92.0,0.0,-0.7763186595378334,-0.7963016727014727,4,2,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,12,13,1259.98,1672.6699999999998,104.99833333333333,128.66692307692307,12,13,0.0,0.0,0.002181176301477666,452,-0.14072255468555492,0.01518341566118714,1.0,1,0.9848116646415553,0.0,0.0,0.0,0.5772076808941131,0.11544153617882263,1,2,3,308.5,308.5,469.71,1,2,3,4,6,291.3,677.96,72.825,112.99333333333334,4,6,0.0,0.0,0.0011519379002722279,118,-0.3989228896230225,0.005610412926391382,1.0,1,0.9943883277216611,0.0,0.0,0.0,0.7196944845562758,0.14393889691125517,1,1,2,199.84,199.84,199.84,1,1,2
T0000014,ACC_0277,ACC_0229,297.66,2025-01-01 04:12:00,transfer,0,3,0.5540774434424586,0.0,0.0,0.0,0.0,-0.7836659913141661,-0.7963016727014727,4,2,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,15,12,1659.67,1449.76,110.64466666666667,120.81333333333333,15,12,0.0,0.0,0.002114088357030628,788,0.0675075496149857,0.017405131290558255,1.0,1,0.9825918762088974,0.0,0.0,0.0,0.5552365105251529,0.11104730210503058,1,2,3,297.66,473.71000000000004,560.2,1,2,3,4,16,261.65,1452.6,65.4125,90.7875,4,16,0.0,0.0,0.002270224111073658,278,-0.6947353069815094,0.011324387067549969,1.0,1,0.9886749716874292,0.0,0.0,0.0,0.6378892488035052,0.12757784976070105,1,2,3,318.42,329.56,356.39000000000004,1,2,3
T0000017,ACC_0015,ACC_0300,77.24,2025-01-01 04:15:00,transfer,0,3,-0.3595881483522399,0.0,0.0,0.0,0.0,-0.7836659913141661,-0.7963016727014727,4,2,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,13,10,1118.0500000000002,1262.45,86.00384615384617,126.245,13,10,0.0,0.0,0.0014916631968927554,912,-0.06065952530955399,0.009096601957746944,1.0,1,0.9909018987341772,0.0,0.0,0.0,0.6250261919683074,0.12500523839366148,2,2,4,304.1,357.65000000000003,527.04,2,2,4,21,23,5143.78,4245.030000000001,244.94190476190474,184.56652173913045,18,15,0.19047619047619047,0.43478260869565216,0.005173472881596235,1248,0.09572565639298715,0.01828698091642711,4.090909090909091,5,0.9850374064837906,0.16792929292929296,0.0,0.0,0.5633127142782842,0.11266254285565686,5,5,5,1335.58,1335.58,1335.58,2,2,3
T0000011,ACC_0416,ACC_0383,107.23,2025-01-01 04:24:00,transfer,0,3,-0.23527623882532306,0.0,0.0,0.0,0.0,-0.7836659913141661,-0.7963016727014727,4,2,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,11,11,1528.9899999999998,882.82,138.99909090909088,80.25636363636364,11,11,0.0,0.0,0.0017703449703376007,558,0.26791911468868634,0.012759170653907496,1.0,1,0.9872389791183295,0.0,0.0,0.0,0.5827793831573465,0.1165558766314693,2,2,2,362.8,362.8,447.65999999999997,2,2,2,14,15,2448.8099999999995,1856.7099999999998,174.91499999999996,123.78066666666665,10,10,0.35714285714285715,0.4666666666666667,0.003164469631095222,413,0.13752113565809113,0.015810420339106256,3.03448275862069,4,0.9880043620501636,0.19905956112852669,0.0,0.0,0.5579546705462093,0.11159093410924187,4,4,4,719.5899999999999,719.5899999999999,728.46,3,3,3
T0000067,ACC_0227,ACC_0057,108.39,2025-01-01 04:28:00,transfer,0,3,-0.2304679088803006,0.0,0.0,0.0,0.0,-0.7836659913141661,-0.7963016727014727,4,2,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,7,8,733.0699999999999,1163.0,104.7242857142857,145.375,7,8,0.0,0.0,0.0011573763933446475,220,-0.22674795761640268,0.007161100899911679,1.0,1,0.9928366762177651,0.0,0.0,0.0,0.665554581109375,0.13311091622187501,1,1,2,366.12,366.12,463.18,1,1,2,14,8,1726.5499999999997,914.77,123.32499999999997,114.34625,14,8,0.0,0.0,0.0011901189116728203,818,0.3073387548638281,0.01099166465430382,1.0,1,0.9890054972513743,0.0,0.0,0.0,0.5344871511187176,0.10689743022374353,1,2,2,452.28,452.28,452.28,1,2,2
T0000013,ACC_0397,ACC_0393,69.7,2025-01-01 04:33:00,payment,0,2,-0.3908422929948858,0.0,0.0,0.0,0.0,-0.7836659913141661,-0.7963016727014727,4,2,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,9,10,1207.81,1435.79,134.20111111111112,143.579,9,10,0.0,0.0,0.001323643948758004,418,-0.08623846270204935,0.009857583854315287,1.0,1,0.9901401141670991,0.0,0.0,0.0,0.6134040168682694,0.12268080337365389,1,2,2,604.6,604.6,604.6,1,2,2,12,22,1431.9799999999998,2798.6800000000003,119.33166666666665,127.21272727272729,12,22,0.0,0.0,0.0027620030761933397,1018,-0.3230465222912666,0.020133632048004894,1.0,1,0.9798578199052133,0.0,0.0,0.0,0.5571115557732909,0.11142231115465817,2,2,4,329.76,479.76,567.04,2,2,4
T0000020,ACC_0332,ACC_0497,53.01,2025-01-01 04:40:00,deposit,0,1,-0.4600242126349073,0.0,0.0,0.0,0.0,-0.7836659913141661,-0.7963016727014727,4,2,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,12,4,1715.5,749.25,142.95833333333334,187.3125,12,4,0.0,0.0,0.0007631655171270544,146,0.3920275890033796,0.007901559734968517,1.0,1,0.9920948616600791,0.0,0.0,0.0,0.5642095011227743,0.11284190022455487,1,2,2,337.69,447.26,447.26,1,2,2,10,16,1297.4299999999998,1256.7,129.743,78.54375,10,16,0.0,0.0,0.001976832279194386,534,0.015946721584195137,0.012837393021724819,1.0,1,0.9871604938271605,0.0,0.0,0.0,0.5944598909633255,0.11889197819266512,1,2,3,322.99,322.99,322.99,1,2,3
T0000016,ACC_0286,ACC_0317,169.81,2025-01-01 04:48:00,payment,0,2,0.02412487148459536,0.0,0.0,0.0,0.0,-0.7836659913141661,-0.7963016727014727,4,2,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,15,11,1184.78,1579.55,78.98533333333333,143.59545454545454,15,11,0.0,0.0,0.001458080087367588,571,-0.14280856482350945,0.014801180299249506,1.0,1,0.9851936218678815,0.0,0.0,0.0,0.6332057488700464,0.12664114977400928,1,2,3,371.09,371.09,434.27,1,2,3,12,9,1436.67,1106.44,119.72250000000001,122.93777777777778,12,9,0.0,0.0,0.0010948854306937984,424,0.12985281800578877,0.008939403614073175,1.0,1,0.9910600255427842,0.0,0.0,0.0,0.6110367877282883,0.12220735754565766,1,1,2,252.14,252.14,271.53,1,1,2
T0000023,ACC_0223,ACC_0247,84.46,2025-01-01 04:59:00,transfer,0,3,-0.3296604395564967,0.0,0.0,0.0,0.0,-0.7836659913141661,-0.7963016727014727,4,2,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,10,7,1398.23,808.0,139.823,115.42857142857143,9,7,0.0,0.0,0.001245480177161383,325,0.2675287707978428,0.007848749971144302,1.0,1,0.9921478060046189,0.0,0.0,0.0,0.5981355458675411,0.11962710917350823,1,2,2,281.64,293.46999999999997,296.17,1,2,2,10,14,1816.1899999999998,2016.2000000000003,181.61899999999997,144.01428571428573,10,13,0.0,0.0,0.0021154437897550776,380,-0.052189364860955836,0.010888221817274467,1.9166666666666667,2,0.9895644283121597,0.03985507246376817,0.0,0.0,0.6181764599705899,0.12363529199411799,2,2,3,460.54,460.54,483.21000000000004,2,2,3
T0000057,ACC_0073,ACC_0316,108.05,2025-01-01 05:42:00,transfer,0,3,-0.23187724696763481,0.0,0.0,0.0,0.0,-0.7836659913141661,-0.7963016727014727,5,2,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,10,14,1076.99,1362.06,107.699,97.28999999999999,10,14,0.0,0.0,0.002146591837928532,1117,-0.11687747278605652,0.013495529605818074,1.0,1,0.9865016872890888,0.0,0.0,0.0,0.6807302798015882,0.13614605596031765,1,2,3,217.23,217.23,219.56,1,2,3,7,11,862.4399999999999,1542.3899999999999,123.20571428571428,140.21727272727273,7,11,0.0,0.0,0.0017031080568646565,370,-0.28274347874784184,0.01058979261656126,1.0,1,0.9894055326662743,0.0,0.0,0.0,0.6328830311246797,0.12657660622493594,1,2,2,476.04,476.04,476.04,1,2,2
T0000036,ACC_0270,ACC_0236,64.57,2025-01-01 06:00:00,transfer,0,3,-0.4121067176655455,0.0,0.0,0.0,0.0,-0.7836659913141661,-0.7963016727014727,6,2,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,13,16,2968.33,3467.1400000000003,228.33307692307693,216.69625000000002,10,12,0.3076923076923077,0.375,0.003279190567514603,353,-0.07750949037121226,0.015834159925015242,1.7241379310344829,2,0.9863462588749318,0.11586206896551729,0.0,0.0,0.5225175239860266,0.10450350479720533,4,5,5,1764.8799999999999,1934.7399999999998,1934.7399999999998,3,4,4,17,9,1957.31,1347.27,115.13588235294117,149.69666666666666,17,9,0.0,0.0,0.0012866713561726013,602,0.18460439753256205,0.014140168956890613,1.0,1,0.985854189336235,0.0,0.0,0.0,0.5153103209176725,0.1030620641835345,2,2,3,511.38,515.86,710.05,2,2,3
T0000072,ACC_0416,ACC_0046,22.29,2025-01-01 06:00:00,withdrawal,0,4,-0.587362053937571,2025-01-01 04:24:00,0.0,96.0,0.0,-0.7759992103301667,-0.7963016727014727,6,2,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,11,11,1528.9899999999998,882.82,138.99909090909088,80.25636363636364,11,11,0.0,0.0,0.0017703449703376007,558,0.26791911468868634,0.012759170653907496,1.0,1,0.9872389791183295,0.0,0.0,0.0,0.5827793831573465,0.1165558766314693,2,2,2,362.8,362.8,447.65999999999997,2,2,2,16,13,2752.57,2241.0199999999995,172.035625,172.3861538461538,12,11,0.375,0.23076923076923078,0.002686338994166204,837,0.10244132978457908,0.014510399119368881,3.586206896551724,4,0.986986986986987,0.0994694960212201,0.0,0.0,0.5770872919117516,0.11541745838235032,5,5,5,1105.74,1105.74,1105.74,2,2,3
T0000022,ACC_0357,ACC_0080,128.67,2025-01-01 06:14:00,transfer,0,3,-0.14640503708283908,0.0,0.0,0.0,0.0,-0.7836659913141661,-0.7963016727014727,6,2,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,11,13,928.69,1675.0299999999997,84.42636363636365,128.84846153846152,11,12,0.0,0.0,0.002151076505013094,593,-0.28664372513063363,0.01186151679145971,1.0,1,0.9881364310430054,0.0,0.0,0.0,0.6309930151453678,0.12619860302907357,2,2,3,376.90000000000003,376.90000000000003,392.25,2,2,3,18,12,1968.6499999999999,1494.26,109.36944444444444,124.52166666666666,18,12,0.05555555555555555,0.16666666666666666,0.0017370073874907453,1174,0.13699172083554872,0.016028923301602004,2.8000000000000003,3,0.9850347407803314,0.06428571428571431,0.0,0.0,0.5737647468342295,0.11475294936684591,3,3,3,838.3599999999999,838.3599999999999,838.3599999999999,2,2,2
T0000054,ACC_0065,ACC_0412,61.11,2025-01-01 06:18:00,withdrawal,0,4,-0.4264488052601815,0.0,0.0,0.0,0.0,-0.7836659913141661,-0.7963016727014727,6,2,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,16,4,1653.83,294.87,103.364375,73.7175,16,4,0.0,0.0,0.0008012579109246774,465,0.6973674757494877,0.011790598962427292,1.0,1,0.9882075471698113,0.0,0.0,0.0,0.5167781040386481,0.10335562080772963,1,1,2,421.79,421.79,421.79,1,1,2,8,12,1255.54,1010.1700000000001,156.9425,84.18083333333334,7,12,0.0,0.0,0.0014003833695881865,255,0.10829717836745079,0.008519157455327667,1.0,1,0.9914784831700043,0.0,0.0,0.0,0.5078869925493301,0.10157739850986602,1,2,3,453.35,453.35,533.36,1,2,3
T0000064,ACC_0419,ACC_0408,67.05,2025-01-01 06:24:00,transfer,0,3,-0.40182683985204926,0.0,0.0,0.0,0.0,-0.7836659913141661,-0.7963016727014727,6,2,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,29,13,5455.489999999999,3631.55,188.12034482758617,279.35,16,8,0.5517241379310345,0.6153846153846154,0.0036975496300491613,505,0.20071882593209578,0.01887894997078258,2.9523809523809526,4,0.9860611510791367,0.22887864823348694,0.0,0.0,0.4876251615067252,0.09752503230134504,5,8,8,1920.25,2788.17,2788.17,3,6,6,7,16,4893.01,6556.7300000000005,699.0014285714286,409.79562500000003,5,12,0.42857142857142855,0.3125,0.0033456643909898667,261,-0.14530635630141356,0.01178540318035083,3.130434782608696,4,0.990773962070733,0.19082125603864736,0.0,0.0,0.4494017618678928,0.08988035237357857,4,4,4,4434.41,4434.41,4434.41,2,2,2
T0000019,ACC_0146,ACC_0457,102.19,2025-01-01 06:39:00,payment,0,2,-0.2561676034140413,0.0,0.0,0.0,0.0,-0.7836659913141661,-0.7963016727014727,6,2,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,14,12,2002.6099999999997,3153.44,143.0435714285714,262.7866666666667,12,10,0.21428571428571427,0.25,0.0021132548563195367,843,-0.2231999301786772,0.011816480961073786,1.7692307692307694,2,0.9895454545454545,0.10033444816053506,0.0,0.0,0.5374163965742688,0.10748327931485376,2,2,3,984.22,984.22,984.22,2,2,3,9,9,1502.03,1018.23,166.89222222222222,113.13666666666667,9,9,0.0,0.0,0.0013566012274434304,327,0.19196432114070783,0.0076294893893582745,1.0,1,0.9923696481559983,0.0,0.0,0.0,0.5985379436455203,0.11970758872910406,1,1,2,341.83,341.83,462.40999999999997,1,1,2
T0000104,ACC_0144,ACC_0328,174.8,2025-01-01 06:56:00,transfer,0,3,0.04480898047223511,0.0,0.0,0.0,0.0,-0.7836659913141661,-0.7963016727014727,6,2,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,6,11,427.9100000000001,1232.8200000000002,71.31833333333334,112.07454545454547,6,11,0.0,0.0,0.0017385331613114783,470,-0.4846724030969232,0.007003955174686882,1.0,1,0.9929954676555418,0.0,0.0,0.0,0.596832798461189,0.1193665596922378,2,2,2,254.33,254.33,254.33,2,2,2,12,18,1877.8599999999997,2857.1000000000004,156.48833333333332,158.7277777777778,10,15,0.25,0.2777777777777778,0.003106462602491512,742,-0.20681061719590715,0.015018272231214646,3.466666666666667,4,0.9869804707060591,0.1256410256410256,0.0,0.0,0.5299257730335899,0.10598515460671798,4,4,4,1043.27,1043.27,1043.27,2,2,2
